('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 10, 'Num Test:', 38, 'Num Epochs:', 1, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 135, 'Num Test:', 143, 'Num Epochs:', 3, 'Learning Rate:', 0.3, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 136, 'Num Test:', 143, 'Num Epochs:', 3, 'Learning Rate:', 0.35, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 134, 'Num Test:', 143, 'Num Epochs:', 3, 'Learning Rate:', 0.4, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 138, 'Num Test:', 143, 'Num Epochs:', 3, 'Learning Rate:', 0.45, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 137, 'Num Test:', 143, 'Num Epochs:', 3, 'Learning Rate:', 0.5, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 134, 'Num Test:', 143, 'Num Epochs:', 3, 'Learning Rate:', 0.55, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 139, 'Num Test:', 143, 'Num Epochs:', 3, 'Learning Rate:', 0.6, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 138, 'Num Test:', 143, 'Num Epochs:', 3, 'Learning Rate:', 0.65, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 137, 'Num Test:', 143, 'Num Epochs:', 3, 'Learning Rate:', 0.7, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 137, 'Num Test:', 143, 'Num Epochs:', 3, 'Learning Rate:', 0.75, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 137, 'Num Test:', 143, 'Num Epochs:', 3, 'Learning Rate:', 0.8, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 141, 'Num Test:', 143, 'Num Epochs:', 3, 'Learning Rate:', 0.85, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 133, 'Num Test:', 143, 'Num Epochs:', 3, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 140, 'Num Test:', 143, 'Num Epochs:', 3, 'Learning Rate:', 0.95, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 136, 'Num Test:', 143, 'Num Epochs:', 3, 'Learning Rate:', 0.99, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 11, 'Num Test:', 45, 'Num Epochs:', 3, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 11, 'Num Test:', 45, 'Num Epochs:', 3, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 17, 'Num Test:', 45, 'Num Epochs:', 3, 'Learning Rate:', 0.1, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 16, 'Num Test:', 45, 'Num Epochs:', 3, 'Learning Rate:', 0.15, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 21, 'Num Test:', 45, 'Num Epochs:', 3, 'Learning Rate:', 0.2, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 14, 'Num Test:', 45, 'Num Epochs:', 3, 'Learning Rate:', 0.25, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 13, 'Num Test:', 45, 'Num Epochs:', 3, 'Learning Rate:', 0.3, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 14, 'Num Test:', 45, 'Num Epochs:', 3, 'Learning Rate:', 0.35, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 16, 'Num Test:', 45, 'Num Epochs:', 3, 'Learning Rate:', 0.4, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 19, 'Num Test:', 45, 'Num Epochs:', 3, 'Learning Rate:', 0.45, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 23, 'Num Test:', 45, 'Num Epochs:', 3, 'Learning Rate:', 0.5, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 15, 'Num Test:', 45, 'Num Epochs:', 3, 'Learning Rate:', 0.55, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 21, 'Num Test:', 45, 'Num Epochs:', 3, 'Learning Rate:', 0.6, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 16, 'Num Test:', 45, 'Num Epochs:', 3, 'Learning Rate:', 0.65, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 17, 'Num Test:', 45, 'Num Epochs:', 3, 'Learning Rate:', 0.7, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 16, 'Num Test:', 45, 'Num Epochs:', 3, 'Learning Rate:', 0.75, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 43, 'Num Test:', 45, 'Num Epochs:', 3, 'Learning Rate:', 0.8, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 18, 'Num Test:', 45, 'Num Epochs:', 3, 'Learning Rate:', 0.85, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 28, 'Num Test:', 45, 'Num Epochs:', 3, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 40, 'Num Test:', 45, 'Num Epochs:', 3, 'Learning Rate:', 0.95, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 36, 'Num Test:', 45, 'Num Epochs:', 3, 'Learning Rate:', 0.99, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 10, 'Num Test:', 38, 'Num Epochs:', 4, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 8, 'Num Test:', 38, 'Num Epochs:', 4, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 9, 'Num Test:', 38, 'Num Epochs:', 4, 'Learning Rate:', 0.1, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 16, 'Num Test:', 38, 'Num Epochs:', 4, 'Learning Rate:', 0.15, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 10, 'Num Test:', 38, 'Num Epochs:', 4, 'Learning Rate:', 0.2, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 15, 'Num Test:', 38, 'Num Epochs:', 4, 'Learning Rate:', 0.25, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 11, 'Num Test:', 38, 'Num Epochs:', 4, 'Learning Rate:', 0.3, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 11, 'Num Test:', 38, 'Num Epochs:', 4, 'Learning Rate:', 0.35, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 11, 'Num Test:', 38, 'Num Epochs:', 4, 'Learning Rate:', 0.4, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 15, 'Num Test:', 38, 'Num Epochs:', 4, 'Learning Rate:', 0.45, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 17, 'Num Test:', 38, 'Num Epochs:', 4, 'Learning Rate:', 0.5, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 11, 'Num Test:', 38, 'Num Epochs:', 4, 'Learning Rate:', 0.55, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 20, 'Num Test:', 38, 'Num Epochs:', 4, 'Learning Rate:', 0.6, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 24, 'Num Test:', 38, 'Num Epochs:', 4, 'Learning Rate:', 0.65, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 24, 'Num Test:', 38, 'Num Epochs:', 4, 'Learning Rate:', 0.7, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 25, 'Num Test:', 38, 'Num Epochs:', 4, 'Learning Rate:', 0.75, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 25, 'Num Test:', 38, 'Num Epochs:', 4, 'Learning Rate:', 0.8, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 29, 'Num Test:', 38, 'Num Epochs:', 4, 'Learning Rate:', 0.85, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 32, 'Num Test:', 38, 'Num Epochs:', 4, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 27, 'Num Test:', 38, 'Num Epochs:', 4, 'Learning Rate:', 0.95, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 29, 'Num Test:', 38, 'Num Epochs:', 4, 'Learning Rate:', 0.99, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 96, 'Num Test:', 143, 'Num Epochs:', 4, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 96, 'Num Test:', 143, 'Num Epochs:', 4, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 118, 'Num Test:', 143, 'Num Epochs:', 4, 'Learning Rate:', 0.1, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 134, 'Num Test:', 143, 'Num Epochs:', 4, 'Learning Rate:', 0.15, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 133, 'Num Test:', 143, 'Num Epochs:', 4, 'Learning Rate:', 0.2, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 134, 'Num Test:', 143, 'Num Epochs:', 4, 'Learning Rate:', 0.25, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 137, 'Num Test:', 143, 'Num Epochs:', 4, 'Learning Rate:', 0.3, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 138, 'Num Test:', 143, 'Num Epochs:', 4, 'Learning Rate:', 0.35, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 135, 'Num Test:', 143, 'Num Epochs:', 4, 'Learning Rate:', 0.4, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 142, 'Num Test:', 143, 'Num Epochs:', 4, 'Learning Rate:', 0.45, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 139, 'Num Test:', 143, 'Num Epochs:', 4, 'Learning Rate:', 0.5, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 134, 'Num Test:', 143, 'Num Epochs:', 4, 'Learning Rate:', 0.55, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 137, 'Num Test:', 143, 'Num Epochs:', 4, 'Learning Rate:', 0.6, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 141, 'Num Test:', 143, 'Num Epochs:', 4, 'Learning Rate:', 0.65, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 136, 'Num Test:', 143, 'Num Epochs:', 4, 'Learning Rate:', 0.7, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 135, 'Num Test:', 143, 'Num Epochs:', 4, 'Learning Rate:', 0.75, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 131, 'Num Test:', 143, 'Num Epochs:', 4, 'Learning Rate:', 0.8, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 138, 'Num Test:', 143, 'Num Epochs:', 4, 'Learning Rate:', 0.85, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 138, 'Num Test:', 143, 'Num Epochs:', 4, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 140, 'Num Test:', 143, 'Num Epochs:', 4, 'Learning Rate:', 0.95, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 132, 'Num Test:', 143, 'Num Epochs:', 4, 'Learning Rate:', 0.99, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 21, 'Num Test:', 45, 'Num Epochs:', 4, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 12, 'Num Test:', 45, 'Num Epochs:', 4, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 15, 'Num Test:', 45, 'Num Epochs:', 4, 'Learning Rate:', 0.1, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 15, 'Num Test:', 45, 'Num Epochs:', 4, 'Learning Rate:', 0.15, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 14, 'Num Test:', 45, 'Num Epochs:', 4, 'Learning Rate:', 0.2, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 16, 'Num Test:', 45, 'Num Epochs:', 4, 'Learning Rate:', 0.25, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 18, 'Num Test:', 45, 'Num Epochs:', 4, 'Learning Rate:', 0.3, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 19, 'Num Test:', 45, 'Num Epochs:', 4, 'Learning Rate:', 0.35, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 17, 'Num Test:', 45, 'Num Epochs:', 4, 'Learning Rate:', 0.4, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 16, 'Num Test:', 45, 'Num Epochs:', 4, 'Learning Rate:', 0.45, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 29, 'Num Test:', 45, 'Num Epochs:', 4, 'Learning Rate:', 0.5, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 39, 'Num Test:', 45, 'Num Epochs:', 4, 'Learning Rate:', 0.55, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 16, 'Num Test:', 45, 'Num Epochs:', 4, 'Learning Rate:', 0.6, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 18, 'Num Test:', 45, 'Num Epochs:', 4, 'Learning Rate:', 0.65, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 30, 'Num Test:', 45, 'Num Epochs:', 4, 'Learning Rate:', 0.7, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 34, 'Num Test:', 45, 'Num Epochs:', 4, 'Learning Rate:', 0.75, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 36, 'Num Test:', 45, 'Num Epochs:', 4, 'Learning Rate:', 0.8, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 38, 'Num Test:', 45, 'Num Epochs:', 4, 'Learning Rate:', 0.85, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 38, 'Num Test:', 45, 'Num Epochs:', 4, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 44, 'Num Test:', 45, 'Num Epochs:', 4, 'Learning Rate:', 0.95, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 32, 'Num Test:', 45, 'Num Epochs:', 4, 'Learning Rate:', 0.99, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 12, 'Num Test:', 38, 'Num Epochs:', 5, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 9, 'Num Test:', 38, 'Num Epochs:', 5, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 12, 'Num Test:', 38, 'Num Epochs:', 5, 'Learning Rate:', 0.1, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 24, 'Num Test:', 38, 'Num Epochs:', 5, 'Learning Rate:', 0.15, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 12, 'Num Test:', 38, 'Num Epochs:', 5, 'Learning Rate:', 0.2, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 15, 'Num Test:', 38, 'Num Epochs:', 5, 'Learning Rate:', 0.25, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 15, 'Num Test:', 38, 'Num Epochs:', 5, 'Learning Rate:', 0.3, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 16, 'Num Test:', 38, 'Num Epochs:', 5, 'Learning Rate:', 0.35, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 11, 'Num Test:', 38, 'Num Epochs:', 5, 'Learning Rate:', 0.4, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 24, 'Num Test:', 38, 'Num Epochs:', 5, 'Learning Rate:', 0.45, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 20, 'Num Test:', 38, 'Num Epochs:', 5, 'Learning Rate:', 0.5, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 23, 'Num Test:', 38, 'Num Epochs:', 5, 'Learning Rate:', 0.55, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 25, 'Num Test:', 38, 'Num Epochs:', 5, 'Learning Rate:', 0.6, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 25, 'Num Test:', 38, 'Num Epochs:', 5, 'Learning Rate:', 0.65, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 25, 'Num Test:', 38, 'Num Epochs:', 5, 'Learning Rate:', 0.7, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 22, 'Num Test:', 38, 'Num Epochs:', 5, 'Learning Rate:', 0.75, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 26, 'Num Test:', 38, 'Num Epochs:', 5, 'Learning Rate:', 0.8, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 27, 'Num Test:', 38, 'Num Epochs:', 5, 'Learning Rate:', 0.85, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 25, 'Num Test:', 38, 'Num Epochs:', 5, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 31, 'Num Test:', 38, 'Num Epochs:', 5, 'Learning Rate:', 0.95, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 25, 'Num Test:', 38, 'Num Epochs:', 5, 'Learning Rate:', 0.99, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 79, 'Num Test:', 143, 'Num Epochs:', 5, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 85, 'Num Test:', 143, 'Num Epochs:', 5, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 129, 'Num Test:', 143, 'Num Epochs:', 5, 'Learning Rate:', 0.1, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 133, 'Num Test:', 143, 'Num Epochs:', 5, 'Learning Rate:', 0.15, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 138, 'Num Test:', 143, 'Num Epochs:', 5, 'Learning Rate:', 0.2, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 136, 'Num Test:', 143, 'Num Epochs:', 5, 'Learning Rate:', 0.25, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 134, 'Num Test:', 143, 'Num Epochs:', 5, 'Learning Rate:', 0.3, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 134, 'Num Test:', 143, 'Num Epochs:', 5, 'Learning Rate:', 0.35, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 136, 'Num Test:', 143, 'Num Epochs:', 5, 'Learning Rate:', 0.4, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 142, 'Num Test:', 143, 'Num Epochs:', 5, 'Learning Rate:', 0.45, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 133, 'Num Test:', 143, 'Num Epochs:', 5, 'Learning Rate:', 0.5, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 135, 'Num Test:', 143, 'Num Epochs:', 5, 'Learning Rate:', 0.55, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 135, 'Num Test:', 143, 'Num Epochs:', 5, 'Learning Rate:', 0.6, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 136, 'Num Test:', 143, 'Num Epochs:', 5, 'Learning Rate:', 0.65, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 137, 'Num Test:', 143, 'Num Epochs:', 5, 'Learning Rate:', 0.7, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 139, 'Num Test:', 143, 'Num Epochs:', 5, 'Learning Rate:', 0.75, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 139, 'Num Test:', 143, 'Num Epochs:', 5, 'Learning Rate:', 0.8, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 133, 'Num Test:', 143, 'Num Epochs:', 5, 'Learning Rate:', 0.85, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 131, 'Num Test:', 143, 'Num Epochs:', 5, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 143, 'Num Test:', 143, 'Num Epochs:', 5, 'Learning Rate:', 0.95, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 134, 'Num Test:', 143, 'Num Epochs:', 5, 'Learning Rate:', 0.99, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 11, 'Num Test:', 45, 'Num Epochs:', 5, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 15, 'Num Test:', 45, 'Num Epochs:', 5, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 18, 'Num Test:', 45, 'Num Epochs:', 5, 'Learning Rate:', 0.1, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 18, 'Num Test:', 45, 'Num Epochs:', 5, 'Learning Rate:', 0.15, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 16, 'Num Test:', 45, 'Num Epochs:', 5, 'Learning Rate:', 0.2, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 19, 'Num Test:', 45, 'Num Epochs:', 5, 'Learning Rate:', 0.25, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 23, 'Num Test:', 45, 'Num Epochs:', 5, 'Learning Rate:', 0.3, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 21, 'Num Test:', 45, 'Num Epochs:', 5, 'Learning Rate:', 0.35, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 16, 'Num Test:', 45, 'Num Epochs:', 5, 'Learning Rate:', 0.4, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 14, 'Num Test:', 45, 'Num Epochs:', 5, 'Learning Rate:', 0.45, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 24, 'Num Test:', 45, 'Num Epochs:', 5, 'Learning Rate:', 0.5, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 33, 'Num Test:', 45, 'Num Epochs:', 5, 'Learning Rate:', 0.55, 'Train/Test Split:', 0.75)
